index	country	country_code	1950-1955	1955-1960	1960-1965	1965-1970	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100	last.observed
102	Luxembourg	442	1.98	2.23	2.395	2.192	1.722	1.486	1.465	1.469	1.663	1.7213	1.654	1.6206	1.567	1.7078	1.7389	1.764	1.7842	1.8012	1.816	1.827	1.8354	1.8441	1.8504	1.8562	1.8611	1.8657	1.8698	1.8718	1.8748	1.8758	2013
103	"China, Macao SAR"	446	4.3858	5.1088	4.4077	2.7367	1.793	1.4079	1.9769	1.9411	1.405	1.116	0.8252	0.9379	1.1923	1.1874	1.2865	1.3717	1.446	1.5083	1.5624	1.6054	1.644	1.6751	1.7036	1.727	1.7478	1.7646	1.7783	1.7913	1.8032	1.8138	2013
104	Madagascar	450	7.3	7.3	7.3	7.3	7.3	7	6.1	6.3	6.139	5.801	5.278	4.83	4.503	4.2088	3.9451	3.7096	3.501	3.3191	3.1521	3.0068	2.8776	2.7574	2.6516	2.5513	2.4604	2.3737	2.2934	2.2237	2.1605	2.1061	2013
105	Malawi	454	6.85	6.9	7.0037	7.2038	7.4019	7.6	7.6	7.3	6.7	6.4	6.1	5.8	5.25	4.9	4.6	4.3	4.05	3.8	3.6	3.4498	3.1	2.95	2.85	2.75	2.65	2.6	2.5	2.4	2.3	2.2	2013
106	Malaysia	458	6.2302	6.2302	6.0302	5.2101	4.5614	3.9275	3.727	3.5913	3.42	3.175	2.4545	2.0713	1.9743	1.9064	1.8493	1.8089	1.7806	1.7657	1.76	1.7564	1.7587	1.7653	1.7739	1.7841	1.7942	1.8027	1.8119	1.82	1.8288	1.8363	2013
107	Maldives	462	6.0299	6.8135	7.1197	7.2226	7.1698	6.8547	7.2575	6.6645	5.1593	3.5197	2.5733	2.2575	2.183	1.975	1.8121	1.6937	1.6129	1.5748	1.5673	1.5806	1.6004	1.6218	1.6431	1.6619	1.6796	1.6965	1.7108	1.7241	1.7369	1.7444	2013
108	Mali	466	6.4828	6.646	6.7528	6.8714	6.9253	7.0076	7.0734	7.0904	7.012	6.8826	6.808	6.8022	6.8575	6.7051	6.4029	5.9709	5.5046	5.0459	4.6072	4.2058	3.8511	3.5356	3.2704	3.0453	2.8557	2.6881	2.5493	2.4252	2.3267	2.2405	2013
109	Malta	470	4.136	3.8	3.1494	2.1161	2.0057	2.1176	1.933	2.0092	1.9927	1.8708	1.4661	1.3876	1.4349	1.3667	1.4194	1.4704	1.5188	1.5628	1.6025	1.6408	1.6718	1.6996	1.7243	1.7445	1.7637	1.7798	1.7935	1.8061	1.8175	1.8264	2013
110	Martinique	474	5.71	5.71	5.45	5	4.08	2.65	2.14	2.14	1.962	1.9	1.924	2.039	1.9525	1.7885	1.775	1.7748	1.7783	1.7846	1.7935	1.8032	1.8123	1.8217	1.8291	1.8372	1.8453	1.8538	1.8587	1.8643	1.8703	1.876	2013
111	Mauritania	478	6.3378	6.7053	6.7863	6.7896	6.7498	6.5726	6.2758	6.0882	5.8549	5.5518	5.2564	4.9739	4.6938	4.1007	3.8405	3.6053	3.3975	3.2119	3.0524	2.9083	2.7828	2.6708	2.5726	2.482	2.3975	2.318	2.2444	2.1837	2.1302	2.082	2013
112	Mauritius	480	5.895	5.895	6.195	4.61	3.466	3.105	2.3015	2.3118	2.2465	2.0332	1.9335	1.6979	1.495	1.4966	1.5272	1.564	1.5973	1.6302	1.6619	1.6882	1.713	1.7353	1.7553	1.7735	1.7871	1.801	1.813	1.8245	1.8345	1.8412	2013
113	Mexico	484	6.75	6.78	6.75	6.75	6.71	5.4	4.37	3.75	3.25	2.89	2.63	2.43	2.29	2.22	2.18	2.15	2.14	2.11	2.09	2.07	2.05	2.03	2.01	1.99	1.97	1.95	1.94	1.93	1.92	1.9	2013
114	Mongolia	496	5.6	6.3	7.5	7.5	7.5	6.65	5.75	4.8407	3.2726	2.3957	2.0759	2.3731	2.675	2.3336	2.2457	2.1738	2.1143	2.0708	2.037	2.0112	1.9923	1.9767	1.9665	1.9573	1.9521	1.9473	1.944	1.9417	1.9393	1.9388	2013
115	Republic of Moldova	498	3.5	3.44	3.15	2.66	2.56	2.44	2.55	2.64	2.111	1.7	1.2378	1.2704	1.2693	1.4576	1.496	1.5339	1.5714	1.6076	1.6394	1.6682	1.6951	1.718	1.7395	1.7585	1.7749	1.7901	1.8022	1.8137	1.8254	1.8326	2013
116	Montenegro	499	4.5464	3.795	3.4168	2.89	2.6179	2.306	2.28	2.15	2.0183	1.887	1.8536	1.781	1.6703	1.6412	1.6437	1.6541	1.6682	1.6847	1.7016	1.7193	1.7368	1.7524	1.767	1.7822	1.7948	1.8069	1.816	1.8264	1.8351	1.8422	2013
117	Morocco	504	6.608	6.896	7.15	6.9004	6.427	5.9	5.4	4.447	3.701	2.968	2.522	2.49	2.39	2.5629	2.3984	2.2664	2.162	2.0758	2.0116	1.9611	1.925	1.8973	1.8821	1.8708	1.8651	1.8625	1.8615	1.8621	1.8643	1.8681	2013
118	Mozambique	508	6.6	6.6	6.6	6.6	6.575	6.525	6.4444	6.3306	6.1194	5.85	5.8	5.65	5.45	4.9	4.5	4.1	3.8	3.5	3.3	3	2.9	2.7522	2.6	2.5019	2.3996	2.3	2.2	2.15	2.1017	2.0532	2013
119	Oman	512	7.252	7.252	7.252	7.3091	7.4077	8.1	8.3166	7.8479	6.2743	4.4644	3.2055	2.9	2.875	2.5407	2.276	2.0763	1.9238	1.8147	1.7418	1.7078	1.7009	1.7099	1.7254	1.7436	1.7601	1.7742	1.7872	1.8017	1.8135	1.825	2013
120	Namibia	516	6	6.1	6.2	6.3	6.6	6.6	6.2	5.547	4.912	4.292	3.808	3.401	3.0815	2.8283	2.6312	2.4657	2.3295	2.2119	2.1135	2.031	1.9641	1.9177	1.8798	1.8554	1.8385	1.8269	1.8233	1.8216	1.8245	1.8262	2013
121	Nepal	524	5.9588	5.9588	5.9588	5.9588	5.8662	5.7952	5.6202	5.3293	4.9701	4.4066	3.6361	2.9634	2.3178	2.1032	1.9569	1.856	1.7846	1.7363	1.7114	1.7008	1.7009	1.7097	1.7202	1.7347	1.7489	1.7625	1.7756	1.7875	1.8016	1.8118	2013
122	Netherlands	528	3.0524	3.0974	3.1657	2.7949	2.0601	1.5982	1.5149	1.5546	1.5823	1.5991	1.7256	1.7461	1.7516	1.7929	1.81	1.8254	1.8387	1.8478	1.8553	1.8639	1.8709	1.8755	1.8782	1.8832	1.8887	1.8916	1.8943	1.8965	1.8987	1.8997	2013
123	Curaçao	531	5.07	5.1	4.399	3.8	2.87	2.45	2.25	2.3	2.28	2.121	2.0915	1.9792	2.1	1.8795	1.8584	1.8444	1.8386	1.8343	1.8346	1.8365	1.8399	1.8467	1.8515	1.8558	1.8598	1.8653	1.8702	1.8744	1.8785	1.8814	2013
124	Aruba	533	5.65	5.15	4.399	3.301	2.651	2.45	2.358	2.3	2.1739	1.9531	1.8162	1.7356	1.6769	1.6598	1.6723	1.689	1.7047	1.7234	1.7407	1.7561	1.7701	1.7849	1.7973	1.809	1.8199	1.8294	1.8392	1.8472	1.8543	1.8593	2013
